id,locality,price_cr,sqft
5430,Andheri West,1.48,860
5431,Andheri West,7.11,765
5432,Powai,2.01,1679
5433,Andheri West,3.89,1644
5434,Andheri West,4.69,1440
5435,Borivali West,7.51,1082
5436,Powai,6.67,1213
5437,Worli,5.52,1271
5438,Worli,2.67,1056
5439,Chembur,7.08,1614
5440,Andheri West,6.76,1298
5441,Chembur,3.77,1183
5442,Worli,3.46,1577
5443,Chembur,3.06,1138
5444,Chembur,8.27,1218
5445,Andheri West,1.4,1423
5446,Bandra East,3.89,1131
5447,Andheri West,3.48,1455
5448,Bandra East,1.38,666
5449,Powai,5.6,1148
5450,Powai,4.32,1231
5451,Borivali West,1.36,1230
5452,Borivali West,4.78,1042
5453,Powai,1.35,1295
5454,Worli,5.37,1291
5455,Bandra East,6.55,1743
5456,Chembur,2.54,930
5457,Bandra East,8.01,685
5458,Chembur,2.65,688
5459,Chembur,5.5,659
5460,Powai,6.96,1072
5461,Powai,7.4,1314
5462,Chembur,1.65,1352
5463,Borivali West,7.11,605
5464,Powai,3.07,937
5465,Chembur,4.94,1218
5466,Andheri West,2.39,1611
5467,Chembur,5.11,1668
5468,Borivali West,2.94,1207
5469,Powai,6.05,696
5470,Worli,1.49,841
5471,Bandra East,8.31,1468
5472,Borivali West,4.66,742
5473,Andheri West,7.86,1723
5474,Andheri West,3.69,1131
5475,Borivali West,3.31,1410
5476,Chembur,3.33,1001
5477,Borivali West,5.53,1490
5478,Bandra East,7.7,732
5479,Worli,6.56,1397
5480,Powai,2.69,1163
5481,Powai,4.08,885
5482,Powai,7.88,693
5483,Bandra East,1.68,1785
5484,Andheri West,6.98,621
5485,Bandra East,7.25,1670
5486,Borivali West,6.82,1617
5487,Powai,7.01,705
5488,Bandra East,4.03,676
5489,Bandra East,5.91,1356
5490,Borivali West,1.97,1161
5491,Worli,7.19,1766
5492,Borivali West,5.61,1703
5493,Worli,1.84,1355
5494,Worli,3.89,1368
5495,Worli,7.89,1327
5496,Borivali West,3.13,796
5497,Andheri West,7.31,1457
5498,Worli,7.08,850
5499,Powai,3.76,1595
5500,Bandra East,3.33,1783
5501,Powai,5.01,652
5502,Bandra East,5.84,1489
5503,Bandra East,4.55,1540
5504,Worli,7.47,759
5505,Andheri West,7.01,991
5506,Chembur,4.26,1396
5507,Andheri West,4.3,1721
5508,Borivali West,4.83,1284
5509,Chembur,5.16,1557
5510,Chembur,8.03,1547
5511,Bandra East,5.19,1034
5512,Powai,2.1,1635
5513,Worli,8.27,1113
5514,Borivali West,7.68,983
5515,Worli,1.55,1055
5516,Powai,2.2,1589
5517,Andheri West,1.91,1455
5518,Borivali West,5.18,897
5519,Powai,1.62,697
5520,Worli,4.32,1474
5521,Worli,5.19,1220
5522,Bandra East,3.8,1057
5523,Bandra East,3.57,1173
5524,Powai,6.51,779
5525,Worli,4.24,1019
5526,Bandra East,1.26,1280
5527,Powai,5.16,1104
5528,Bandra East,6.15,1300
5529,Borivali West,6.22,1683
5530,Borivali West,4.87,1620
5531,Chembur,5.42,1626
5532,Andheri West,3.05,1236
5533,Worli,7.02,1786
5534,Bandra East,7.36,820
5535,Andheri West,4.37,886
5536,Borivali West,3.54,906
5537,Chembur,7.56,1699
5538,Bandra East,7.02,1429
5539,Worli,5.43,740
5540,Borivali West,7.88,1620
5541,Andheri West,1.87,673
5542,Powai,5.24,706
5543,Andheri West,6.81,1349
5544,Andheri West,2.26,686
5545,Bandra East,1.42,1422
5546,Powai,7.8,1336
5547,Andheri West,6.21,683
5548,Bandra East,5.32,832
5549,Bandra East,8.01,993
5550,Borivali West,3.09,956
5551,Worli,7.75,953
5552,Chembur,1.81,762
5553,Bandra East,6.34,1551
5554,Worli,5.19,968
5555,Chembur,3.92,1116
5556,Chembur,6.19,1451
5557,Bandra East,4.95,1498
5558,Bandra East,5.37,1747
5559,Bandra East,7.84,1484
5560,Worli,6.67,1516
5561,Borivali West,5.89,763
5562,Worli,6.08,1111
5563,Worli,8.39,933
5564,Worli,3.8,1066
5565,Bandra East,1.96,731
5566,Worli,2.08,618
5567,Borivali West,3.1,1047
5568,Bandra East,6.9,827
5569,Worli,3.45,1716
5570,Powai,5.95,887
5571,Powai,6.44,963
5572,Chembur,4.59,826
5573,Borivali West,8.39,751
5574,Andheri West,4.29,1162
5575,Chembur,5.1,1122
5576,Chembur,3.56,879
5577,Andheri West,6.93,802
5578,Bandra East,4.39,1137
5579,Andheri West,5.93,1585
5580,Borivali West,4.12,1650
5581,Andheri West,4.46,689
5582,Powai,2.4,1562
5583,Bandra East,6.09,1697
5584,Powai,7.71,1294
5585,Bandra East,3.53,694
5586,Borivali West,4.63,688
5587,Worli,1.62,1307
5588,Borivali West,5.49,1226
5589,Bandra East,7.66,765
5590,Powai,5.59,631
5591,Worli,3.32,999
5592,Andheri West,6.29,1393
5593,Borivali West,7.62,1146
5594,Borivali West,2.99,1710
5595,Worli,6.49,1487
5596,Borivali West,5.09,1013
5597,Powai,3.01,835
5598,Worli,3.27,1064
5599,Worli,4.56,817
5600,Andheri West,8.46,1165
5601,Chembur,4.33,1286
5602,Chembur,1.83,1130
5603,Powai,4.38,1051
5604,Powai,5.17,1023
5605,Borivali West,7.73,1239
5606,Chembur,6.23,1117
5607,Andheri West,4.34,1065
5608,Powai,5.97,1737
5609,Bandra East,3.82,1349
5610,Powai,7.17,1361
5611,Powai,4.82,1627
5612,Andheri West,3.5,1179
5613,Powai,4.63,1169
5614,Powai,1.76,1664
5615,Bandra East,5.53,748
5616,Borivali West,4.75,1674
5617,Borivali West,2.5,1339
5618,Powai,8.47,1244
5619,Powai,6.26,1662
5620,Chembur,6.2,980
5621,Powai,6.23,1573
5622,Bandra East,8.04,1512
5623,Chembur,7.49,629
5624,Borivali West,5.22,917
5625,Borivali West,2.24,643
5626,Andheri West,6.52,1727
5627,Borivali West,3.81,988
5628,Worli,4.64,1235
5629,Worli,5.73,1462
5630,Bandra East,2.82,1181
5631,Worli,3.28,763
5632,Chembur,8.36,1460
5633,Chembur,5.12,1103
5634,Borivali West,2.61,676
5635,Bandra East,2.11,1179
5636,Andheri West,8.32,1734
5637,Powai,6.54,1638
5638,Bandra East,4.77,842
5639,Chembur,8.23,1636
5640,Powai,5.75,1001
5641,Worli,4.24,1047
5642,Bandra East,8.46,1162
5643,Chembur,3.41,781
5644,Worli,6.36,1435
5645,Andheri West,1.4,1142
5646,Andheri West,7.22,1563
5647,Borivali West,2.55,1338
5648,Andheri West,7.97,1410
5649,Chembur,2.14,1638
5650,Chembur,6.38,1258
5651,Andheri West,3.67,914
5652,Borivali West,2.46,728
5653,Worli,2.68,1282
5654,Andheri West,1.51,1554
5655,Bandra East,8.04,623
5656,Andheri West,1.81,1239
5657,Chembur,2.59,1302
5658,Borivali West,5.7,1168
5659,Worli,5.5,1111
5660,Worli,5.28,1369
5661,Worli,1.61,1141
5662,Andheri West,1.38,1387
5663,Chembur,7.78,1073
5664,Powai,4.79,1498
5665,Andheri West,4.56,1013
5666,Worli,6.7,1328
5667,Worli,7.13,726
5668,Borivali West,7.96,883
5669,Chembur,6.02,972
5670,Bandra East,4.74,1385
5671,Chembur,1.26,1448
5672,Bandra East,1.67,1440
5673,Chembur,4.12,1149
5674,Bandra East,1.33,993
5675,Worli,1.7,1185
5676,Borivali West,2.5,1382
5677,Andheri West,2.01,1090
5678,Worli,2.63,1716
5679,Bandra East,1.3,794
5680,Chembur,5.84,1275
5681,Bandra East,5.86,689
5682,Powai,3.45,1717
5683,Worli,1.28,1004
5684,Worli,5.57,1175
5685,Borivali West,3.3,1487
5686,Bandra East,5.15,802
5687,Andheri West,1.78,1321
5688,Bandra East,7.69,1380
5689,Powai,6.46,1377
5690,Bandra East,5.65,1669
5691,Bandra East,4.56,1447
5692,Bandra East,2.0,808
5693,Andheri West,7.82,1262
5694,Andheri West,6.8,1331
5695,Chembur,3.64,754
5696,Andheri West,1.68,714
5697,Borivali West,4.89,1027
5698,Chembur,2.83,1310
5699,Andheri West,6.36,962
5700,Borivali West,1.4,901
5701,Bandra East,7.44,940
5702,Chembur,1.64,691
5703,Borivali West,6.16,1663
5704,Worli,3.58,908
5705,Andheri West,5.25,1407
5706,Worli,5.17,1110
5707,Powai,3.28,1658
5708,Worli,4.92,1632
5709,Bandra East,3.91,1694
5710,Bandra East,4.64,949
5711,Powai,6.37,645
5712,Borivali West,6.53,1409
5713,Borivali West,3.88,1427
5714,Bandra East,6.1,1668
5715,Worli,7.38,1536
5716,Bandra East,5.95,1048
5717,Worli,4.82,1098
5718,Powai,3.27,1712
5719,Powai,7.68,1012
5720,Andheri West,5.63,1612
5721,Andheri West,7.66,977
5722,Worli,4.36,839
5723,Chembur,3.81,1152
5724,Andheri West,6.67,798
5725,Bandra East,7.45,1498
5726,Powai,1.75,765
5727,Chembur,3.2,860
5728,Bandra East,5.03,1156
5729,Borivali West,2.82,706
5730,Borivali West,3.28,1269
5731,Powai,7.27,1755
5732,Borivali West,2.5,901
5733,Bandra East,4.62,820
5734,Worli,5.96,613
5735,Andheri West,6.71,826
5736,Andheri West,7.75,1424
5737,Andheri West,1.35,967
5738,Borivali West,7.24,1129
5739,Borivali West,2.85,761
5740,Powai,7.23,670
5741,Bandra East,1.21,1768
5742,Borivali West,7.99,1221
5743,Borivali West,2.63,920
5744,Worli,7.65,1108
5745,Bandra East,7.32,1174
5746,Worli,8.41,941
5747,Chembur,4.83,1475
5748,Chembur,3.48,977
5749,Borivali West,5.42,1392
5750,Bandra East,2.31,880
5751,Borivali West,8.06,846
5752,Worli,4.93,1783
5753,Bandra East,2.19,1029
5754,Chembur,4.93,641
5755,Andheri West,5.87,1275
5756,Chembur,4.5,825
5757,Worli,8.17,1238
5758,Borivali West,7.85,1178
5759,Powai,1.9,1458
5760,Chembur,1.34,1296
5761,Borivali West,6.93,935
5762,Chembur,2.86,1137
5763,Andheri West,2.14,1206
5764,Bandra East,5.23,823
5765,Chembur,2.32,851
5766,Bandra East,4.92,628
5767,Worli,4.1,1246
5768,Andheri West,5.12,1042
5769,Andheri West,5.16,1526
5770,Powai,3.49,1147
5771,Powai,3.39,1226
5772,Chembur,8.2,1657
5773,Worli,4.62,1072
5774,Worli,5.49,668
5775,Borivali West,6.59,1558
5776,Borivali West,4.14,1125
5777,Powai,5.76,881
5778,Powai,8.3,1267
5779,Borivali West,4.39,1793
5780,Andheri West,3.15,1462
5781,Worli,1.65,877
5782,Worli,4.76,1790
5783,Powai,4.4,1341
5784,Borivali West,1.82,804
5785,Chembur,3.78,1470
5786,Borivali West,5.3,1228
5787,Borivali West,3.43,1280
5788,Bandra East,2.15,1575
5789,Chembur,2.07,941
5790,Andheri West,5.56,1597
5791,Borivali West,1.5,1363
5792,Andheri West,2.56,1783
5793,Chembur,1.38,910
5794,Borivali West,2.01,1165
5795,Borivali West,4.75,1568
5796,Borivali West,7.88,1528
5797,Worli,7.05,1776
5798,Chembur,3.95,801
5799,Chembur,3.68,737
5800,Bandra East,4.49,600
5801,Andheri West,2.19,858
5802,Chembur,2.89,822
5803,Andheri West,5.2,836
5804,Chembur,4.07,1176
5805,Bandra East,3.94,1695
5806,Worli,6.09,676
5807,Borivali West,3.03,1378
5808,Powai,1.39,1625
5809,Worli,2.66,1749
5810,Worli,4.0,715
5811,Powai,6.27,1793
5812,Andheri West,7.63,1216
5813,Borivali West,5.74,1318
5814,Borivali West,3.29,669
5815,Borivali West,3.8,956
5816,Worli,4.63,680
5817,Powai,6.49,1765
5818,Andheri West,1.55,1435
5819,Andheri West,1.97,959
5820,Powai,2.65,1114
5821,Worli,5.3,1658
5822,Chembur,2.29,812
5823,Worli,6.02,1708
5824,Bandra East,5.81,1690
5825,Borivali West,2.39,857
5826,Borivali West,3.93,770
5827,Powai,8.4,1471
5828,Powai,3.15,952
5829,Borivali West,1.96,1733
5830,Powai,4.8,1779
5831,Borivali West,3.71,1635
5832,Powai,7.65,1106
5833,Powai,1.86,1040
5834,Borivali West,7.54,1339
5835,Chembur,5.83,1249
5836,Borivali West,2.32,792
5837,Chembur,8.24,1092
5838,Bandra East,2.71,922
5839,Powai,4.59,780
5840,Borivali West,1.7,1598
5841,Powai,2.17,1575
5842,Bandra East,6.28,1748
5843,Andheri West,1.53,1033
5844,Chembur,6.87,1077
5845,Chembur,7.49,1176
5846,Powai,1.92,1065
5847,Worli,3.82,1072
5848,Bandra East,8.24,809
5849,Chembur,7.62,600
5850,Borivali West,5.97,1461
5851,Powai,4.84,1597
5852,Bandra East,6.65,1435
5853,Bandra East,8.28,918
5854,Andheri West,3.23,1333
5855,Borivali West,4.73,649
5856,Andheri West,6.39,1772
5857,Borivali West,3.41,1401
5858,Bandra East,1.97,1757
5859,Powai,5.6,645
5860,Worli,1.97,1167
5861,Chembur,6.91,1116
5862,Worli,3.93,1334
5863,Worli,5.09,1346
5864,Bandra East,6.08,1392
5865,Bandra East,6.58,1710
5866,Borivali West,6.4,1163
5867,Chembur,3.16,966
5868,Worli,8.09,1599
5869,Borivali West,7.66,1706
5870,Powai,2.95,1555
5871,Worli,3.46,1017
5872,Powai,2.76,1759
5873,Worli,5.92,1029
5874,Bandra East,7.18,1296
5875,Andheri West,5.92,1275
5876,Borivali West,2.7,610
5877,Borivali West,2.27,975
5878,Chembur,1.67,1040
5879,Powai,4.08,1526
5880,Powai,4.56,1317
5881,Worli,3.84,1093
5882,Chembur,3.33,877
5883,Worli,2.09,1442
5884,Andheri West,4.34,1159
5885,Bandra East,2.4,1737
5886,Bandra East,1.85,662
5887,Worli,1.64,630
5888,Bandra East,3.93,1607
5889,Borivali West,1.72,736
5890,Powai,4.31,913
5891,Borivali West,7.46,761
5892,Borivali West,6.47,1144
5893,Worli,4.08,1484
5894,Worli,3.31,953
5895,Bandra East,6.95,1051
5896,Bandra East,2.2,787
5897,Borivali West,6.11,1563
5898,Worli,2.56,1389
5899,Bandra East,8.15,1771
5900,Borivali West,8.37,1688
5901,Borivali West,5.5,1146
5902,Borivali West,5.96,1695
5903,Worli,1.96,1756
5904,Andheri West,3.47,732
5905,Chembur,8.34,1316
5906,Powai,5.37,680
5907,Worli,2.12,1142
5908,Powai,3.21,1636
5909,Borivali West,5.39,1551
5910,Andheri West,1.84,1767
5911,Bandra East,8.32,1244
5912,Borivali West,5.79,1577
5913,Chembur,3.17,1633
5914,Chembur,7.47,1249
5915,Andheri West,6.3,1626
5916,Chembur,5.0,644
5917,Andheri West,3.8,1450
5918,Powai,2.38,896
5919,Andheri West,2.47,1080
5920,Worli,5.27,1782
5921,Borivali West,1.84,1065
5922,Bandra East,5.35,821
5923,Bandra East,3.66,719
5924,Powai,7.43,1730
5925,Powai,2.03,1161
5926,Andheri West,7.66,741
5927,Borivali West,1.77,1595
5928,Andheri West,5.96,1581
5929,Chembur,7.21,626
5930,Chembur,6.51,1799
5931,Worli,2.01,1658
5932,Bandra East,5.47,610
5933,Bandra East,7.66,1164
5934,Borivali West,7.55,901
5935,Borivali West,6.08,898
5936,Borivali West,4.24,1581
5937,Bandra East,1.47,1631
5938,Chembur,3.2,1085
5939,Bandra East,2.42,1352
5940,Andheri West,6.62,1785
5941,Andheri West,7.14,1449
5942,Borivali West,1.68,1733
5943,Andheri West,7.67,1546
5944,Borivali West,1.38,803
5945,Bandra East,7.12,1470
5946,Borivali West,7.15,871
5947,Powai,8.36,1504
5948,Borivali West,3.35,1513
5949,Worli,4.98,1248
5950,Andheri West,8.43,1132
5951,Chembur,1.83,1730
5952,Powai,1.38,1139
5953,Bandra East,4.87,802
5954,Borivali West,8.09,605
5955,Chembur,7.22,711
5956,Borivali West,6.73,702
5957,Bandra East,1.48,1464
5958,Bandra East,2.35,950
5959,Powai,6.45,1768
5960,Powai,3.4,663
5961,Chembur,6.43,613
5962,Powai,3.47,974
5963,Borivali West,5.81,983
5964,Bandra East,3.46,1668
5965,Andheri West,8.21,629
5966,Chembur,5.95,1448
5967,Bandra East,3.13,1101
5968,Chembur,6.66,958
5969,Borivali West,5.93,994
5970,Chembur,4.42,762
5971,Chembur,5.11,1019
5972,Worli,6.65,732
5973,Bandra East,6.86,1254
5974,Chembur,2.25,1589
5975,Andheri West,5.43,605
5976,Borivali West,6.68,608
5977,Worli,6.62,693
5978,Worli,7.25,1101
5979,Andheri West,2.3,870
5980,Bandra East,3.03,932
5981,Powai,4.69,1436
5982,Andheri West,3.78,1353
5983,Chembur,6.19,1531
5984,Worli,7.3,641
5985,Borivali West,2.44,793
5986,Bandra East,7.47,737
5987,Powai,4.68,838
5988,Powai,7.94,1254
5989,Andheri West,7.25,1288
5990,Borivali West,4.69,1007
5991,Borivali West,3.31,1331
5992,Powai,6.32,1796
5993,Worli,4.24,1611
5994,Powai,2.63,613
5995,Chembur,5.76,856
5996,Bandra East,7.92,907
5997,Powai,6.94,1705
5998,Worli,6.76,1547
5999,Bandra East,3.44,814
6000,Andheri West,2.64,1486
6001,Andheri West,7.69,999
6002,Powai,6.17,1265
6003,Chembur,8.17,1487
6004,Borivali West,2.68,1091
6005,Borivali West,3.43,949
6006,Borivali West,2.04,1722
6007,Powai,3.62,686
6008,Bandra East,3.03,1690
6009,Powai,6.75,1631
6010,Worli,2.13,1078
6011,Andheri West,2.27,1153
6012,Chembur,4.58,1365
6013,Andheri West,1.99,907
6014,Powai,6.37,737
6015,Andheri West,5.41,1488
6016,Andheri West,2.21,714
6017,Powai,1.76,1435
6018,Worli,4.33,966
6019,Bandra East,7.42,854
6020,Borivali West,1.97,727
6021,Chembur,5.31,779
6022,Worli,4.11,1238
6023,Andheri West,5.8,1373
6024,Bandra East,8.35,1703
6025,Bandra East,3.75,1263
6026,Chembur,1.86,1447
6027,Worli,3.52,1153
6028,Borivali West,2.32,1088
6029,Powai,1.33,716
6030,Borivali West,4.56,843
6031,Worli,3.14,954
6032,Andheri West,1.39,1160
6033,Borivali West,7.98,1118
6034,Bandra East,1.62,1404
6035,Chembur,6.59,1209
6036,Andheri West,6.24,1261
6037,Borivali West,6.77,694
6038,Borivali West,2.74,930
6039,Powai,1.62,1669
6040,Bandra East,5.07,1659
6041,Borivali West,6.64,1785
6042,Bandra East,2.74,1792
6043,Chembur,6.8,826
6044,Chembur,1.52,913
6045,Powai,2.05,639
6046,Chembur,5.93,1304
6047,Borivali West,2.65,681
6048,Andheri West,6.84,689
6049,Worli,7.62,1298
6050,Bandra East,7.2,1194
6051,Bandra East,2.16,979
6052,Bandra East,2.48,1027
6053,Borivali West,4.62,1457
6054,Bandra East,3.91,1253
6055,Borivali West,6.96,1071
6056,Borivali West,6.04,1630
6057,Bandra East,7.09,670
6058,Bandra East,7.41,1279
6059,Chembur,4.53,1648
6060,Powai,4.78,861
6061,Bandra East,2.39,709
6062,Bandra East,6.37,1159
6063,Borivali West,3.17,669
6064,Borivali West,2.76,1519
6065,Borivali West,3.41,1608
6066,Borivali West,3.61,685
6067,Chembur,5.99,1507
6068,Andheri West,6.36,1438
6069,Worli,2.21,1189
6070,Chembur,7.04,1264
6071,Powai,5.39,1732
6072,Worli,1.58,768
6073,Powai,6.3,1296
6074,Worli,7.71,606
6075,Andheri West,5.51,1768
6076,Powai,4.53,1645
6077,Borivali West,2.91,998
6078,Powai,7.14,684
6079,Chembur,4.82,873
6080,Powai,3.35,1270
6081,Powai,8.18,615
6082,Andheri West,6.06,1504
6083,Bandra East,1.63,1670
6084,Borivali West,6.13,868
6085,Borivali West,2.56,1025
6086,Andheri West,1.28,1774
6087,Borivali West,5.13,687
6088,Andheri West,4.7,1673
6089,Chembur,1.88,1427
6090,Chembur,4.73,995
6091,Chembur,8.11,1357
6092,Andheri West,6.77,641
6093,Chembur,2.64,851
6094,Worli,3.58,1277
6095,Borivali West,3.52,1231
6096,Chembur,4.17,933
6097,Bandra East,2.73,988
6098,Borivali West,7.72,1227
6099,Andheri West,5.79,739
6100,Powai,7.2,1021
6101,Andheri West,7.28,1771
6102,Borivali West,1.48,1616
6103,Chembur,7.65,948
6104,Borivali West,6.95,1690
6105,Bandra East,7.46,1089
6106,Powai,5.2,1773
6107,Andheri West,4.54,1578
6108,Bandra East,3.63,1793
6109,Borivali West,4.19,1135
6110,Bandra East,3.51,1578
6111,Powai,4.98,1458
6112,Worli,4.27,1245
6113,Bandra East,6.74,839
6114,Borivali West,7.18,726
6115,Worli,3.55,728
6116,Worli,4.26,1763
6117,Andheri West,3.12,918
6118,Chembur,8.09,1115
6119,Bandra East,7.41,1571
6120,Borivali West,6.24,1593
6121,Bandra East,5.9,1453
6122,Bandra East,4.62,1350
6123,Powai,2.21,1333
6124,Worli,7.05,1793
6125,Powai,2.43,1386
6126,Worli,1.44,1005
6127,Powai,3.56,1655
6128,Borivali West,4.31,1139
6129,Powai,2.03,993
6130,Borivali West,7.4,765
6131,Borivali West,2.4,674
6132,Bandra East,7.08,1314
6133,Bandra East,5.77,872
6134,Chembur,2.21,1598
6135,Powai,4.35,1159
6136,Worli,4.92,1213
6137,Worli,7.13,1008
6138,Andheri West,1.45,990
6139,Worli,4.8,737
6140,Chembur,7.26,1229
6141,Andheri West,7.83,1276
6142,Chembur,3.79,824
6143,Worli,7.3,822
6144,Chembur,3.43,1361
6145,Bandra East,5.38,930
6146,Powai,3.68,1044
6147,Bandra East,6.13,1770
6148,Worli,6.55,1598
6149,Borivali West,2.89,1640
6150,Borivali West,5.81,745
6151,Chembur,3.88,1484
6152,Chembur,5.64,1795
6153,Andheri West,8.48,773
6154,Powai,4.21,1229
6155,Borivali West,2.22,1714
6156,Borivali West,5.5,801
6157,Borivali West,8.14,685
6158,Chembur,7.65,1341
6159,Chembur,7.99,1487
6160,Andheri West,5.16,724
6161,Worli,6.04,1582
6162,Chembur,4.42,1077
6163,Bandra East,1.35,1574
6164,Bandra East,3.35,1696
6165,Powai,4.4,1605
6166,Andheri West,1.47,1740
6167,Borivali West,4.21,734
6168,Bandra East,2.3,1506
6169,Chembur,7.72,1397
6170,Powai,6.03,1132
6171,Andheri West,7.23,1630
6172,Chembur,4.98,1072
6173,Bandra East,7.35,626
6174,Chembur,6.75,1104
6175,Andheri West,1.61,1737
6176,Andheri West,8.03,1477
6177,Chembur,5.65,1676
6178,Chembur,4.01,1427
6179,Bandra East,2.83,610
6180,Borivali West,4.69,1529
6181,Borivali West,1.83,1551
6182,Powai,6.08,1705
6183,Bandra East,2.25,1678
6184,Powai,1.6,780
6185,Worli,3.48,1533
6186,Worli,7.9,929
6187,Worli,8.48,1010
6188,Andheri West,8.12,1144
6189,Powai,3.84,1551
6190,Borivali West,7.27,700
6191,Powai,5.37,757
6192,Bandra East,4.85,1764
6193,Borivali West,4.59,813
6194,Worli,7.04,815
6195,Chembur,3.41,940
6196,Borivali West,5.19,1228
6197,Andheri West,1.34,1327
6198,Chembur,3.23,606
6199,Borivali West,4.53,612
6200,Bandra East,4.63,919
6201,Andheri West,3.03,1610
6202,Bandra East,2.66,1134
6203,Worli,5.91,1221
6204,Andheri West,5.58,1754
6205,Borivali West,2.5,698
6206,Powai,8.17,775
6207,Powai,2.77,742
6208,Andheri West,1.4,660
6209,Worli,8.48,722
6210,Worli,2.04,1617
6211,Chembur,1.85,1311
6212,Worli,2.48,1353
6213,Worli,2.72,1173
6214,Worli,1.47,616
6215,Powai,2.99,1399
6216,Borivali West,5.64,608
6217,Andheri West,3.64,947
6218,Andheri West,3.14,1648
6219,Powai,2.18,1375
6220,Andheri West,3.72,1559
6221,Chembur,6.3,1464
6222,Worli,2.78,875
6223,Powai,7.94,1129
6224,Chembur,5.63,1269
6225,Bandra East,2.35,1315
6226,Bandra East,6.83,1500
6227,Andheri West,1.49,1420
6228,Chembur,4.7,1510
6229,Bandra East,3.72,1047
6230,Andheri West,7.27,936
6231,Andheri West,6.55,921
6232,Worli,1.59,953
6233,Borivali West,7.84,682
6234,Andheri West,1.74,701
6235,Andheri West,6.52,1458
6236,Andheri West,7.61,1387
6237,Andheri West,7.34,724
6238,Borivali West,4.56,1234
6239,Bandra East,1.87,907
6240,Andheri West,4.63,1140
6241,Chembur,7.75,911
6242,Powai,3.07,1243
6243,Chembur,2.4,1705
6244,Andheri West,6.61,1136
6245,Powai,5.22,1048
6246,Powai,4.88,1254
6247,Chembur,4.16,1674
6248,Borivali West,5.76,1037
6249,Borivali West,1.77,1750
6250,Chembur,1.93,1436
6251,Andheri West,3.61,1490
6252,Worli,2.52,693
6253,Andheri West,4.51,1443
6254,Powai,6.98,834
6255,Worli,4.18,1730
6256,Powai,7.72,952
6257,Bandra East,6.92,1447
6258,Chembur,5.95,1652
6259,Worli,7.34,784
6260,Bandra East,6.87,1677
6261,Powai,6.33,1756
6262,Bandra East,5.94,1481
6263,Powai,7.72,1454
6264,Chembur,2.02,619
6265,Borivali West,6.98,971
6266,Borivali West,1.27,1493
6267,Bandra East,2.39,1041
6268,Bandra East,6.05,1033
6269,Chembur,5.53,1108
6270,Bandra East,5.6,1138
6271,Worli,3.37,1034
6272,Powai,4.63,1430
6273,Powai,8.4,662
6274,Andheri West,3.08,984
6275,Powai,5.32,1701
6276,Borivali West,6.26,1321
6277,Chembur,2.68,1300
6278,Andheri West,5.16,669
6279,Worli,4.55,736
6280,Bandra East,8.4,1055
6281,Worli,6.18,1020
6282,Powai,7.99,1561
6283,Powai,7.17,734
6284,Andheri West,7.03,1486
6285,Bandra East,7.88,1527
6286,Powai,5.91,1736
6287,Worli,1.35,1051
6288,Worli,1.72,1580
6289,Bandra East,4.36,1098
6290,Borivali West,5.09,629
6291,Andheri West,6.54,1158
6292,Worli,8.26,1044
6293,Bandra East,6.03,1742
6294,Powai,7.93,800
6295,Worli,3.27,1581
6296,Chembur,3.42,663
6297,Powai,1.47,1453
6298,Borivali West,5.76,1785
6299,Powai,4.67,1186
6300,Bandra East,6.76,917
6301,Andheri West,5.86,910
6302,Bandra East,4.0,1713
6303,Chembur,3.68,892
6304,Chembur,5.95,1331
6305,Andheri West,6.24,1183
6306,Borivali West,5.06,1601
6307,Andheri West,4.41,1245
6308,Borivali West,1.83,1676
6309,Chembur,4.21,1236
6310,Andheri West,3.59,1530
6311,Worli,4.33,1260
6312,Chembur,3.36,1576
6313,Worli,7.74,1701
6314,Borivali West,4.95,1463
6315,Andheri West,6.21,1625
6316,Bandra East,6.25,974
6317,Chembur,2.0,1642
6318,Bandra East,5.64,1354
6319,Bandra East,4.71,1641
6320,Borivali West,8.41,738
6321,Powai,4.09,825
6322,Worli,5.09,777
6323,Worli,3.42,1509
6324,Powai,1.39,1681
6325,Bandra East,2.0,699
6326,Chembur,1.24,653
6327,Worli,4.28,921
6328,Bandra East,3.14,1641
6329,Borivali West,7.42,1636
6330,Chembur,4.66,1038
6331,Chembur,1.73,622
6332,Bandra East,6.62,1300
6333,Borivali West,7.9,1244
6334,Worli,2.28,1759
6335,Borivali West,2.76,1242
6336,Worli,7.94,1152
6337,Borivali West,3.31,724
6338,Bandra East,2.82,1062
6339,Worli,7.76,745
6340,Worli,5.16,1759
6341,Worli,5.28,1000
6342,Worli,1.84,1672
6343,Worli,7.67,1308
6344,Chembur,5.35,923
6345,Powai,3.28,942
6346,Borivali West,3.26,901
6347,Bandra East,3.06,1550
6348,Chembur,5.7,865
6349,Chembur,7.15,1649
6350,Powai,3.05,1586
6351,Borivali West,2.25,818
6352,Borivali West,5.28,908
6353,Worli,4.22,843
6354,Borivali West,4.01,1066
6355,Bandra East,3.82,1403
6356,Andheri West,5.53,1337
6357,Borivali West,4.19,766
6358,Borivali West,7.7,1224
6359,Bandra East,1.99,1764
6360,Chembur,6.21,1515
6361,Borivali West,6.68,874
6362,Powai,6.02,1068
6363,Chembur,2.66,718
6364,Chembur,3.36,1045
6365,Borivali West,5.57,1323
6366,Worli,2.12,714
6367,Worli,8.02,813
6368,Powai,8.17,981
6369,Borivali West,3.11,860
6370,Bandra East,2.41,826
