id,locality,price_cr,sqft
4808,Bandra East,4.38,1211
4809,Andheri West,6.4,1617
4810,Bandra East,7.46,969
4811,Borivali West,5.28,810
4812,Powai,2.56,1250
4813,Borivali West,6.51,1758
4814,Bandra East,8.03,1588
4815,Bandra East,6.42,774
4816,Chembur,6.97,1468
4817,Borivali West,2.18,929
4818,Worli,1.57,1733
4819,Chembur,3.29,1574
4820,Worli,8.08,1508
4821,Bandra East,6.26,1461
4822,Worli,1.85,1501
4823,Borivali West,3.68,1093
4824,Powai,6.15,763
4825,Chembur,3.62,868
4826,Worli,2.77,1027
4827,Chembur,4.9,693
4828,Chembur,3.61,1085
4829,Andheri West,5.0,1637
4830,Borivali West,5.58,724
4831,Chembur,2.46,666
4832,Borivali West,4.04,1660
4833,Worli,4.25,1135
4834,Bandra East,5.26,1043
4835,Borivali West,1.57,684
4836,Worli,2.96,892
4837,Worli,8.21,1744
4838,Powai,3.8,1295
4839,Bandra East,3.41,1756
4840,Powai,6.0,1479
4841,Borivali West,7.16,1432
4842,Borivali West,7.66,1668
4843,Powai,2.92,1508
4844,Bandra East,3.96,931
4845,Worli,8.42,1037
4846,Andheri West,8.27,1654
4847,Andheri West,3.27,1416
4848,Borivali West,4.14,1666
4849,Chembur,1.3,1643
4850,Worli,2.86,798
4851,Powai,6.18,1753
4852,Powai,2.74,1051
4853,Borivali West,3.04,764
4854,Bandra East,3.98,1558
4855,Bandra East,5.78,856
4856,Powai,2.61,1759
4857,Chembur,1.31,663
4858,Bandra East,4.04,1134
4859,Worli,6.35,730
4860,Bandra East,2.38,786
4861,Powai,5.77,1114
4862,Andheri West,5.06,1293
4863,Chembur,7.44,659
4864,Bandra East,3.1,1348
4865,Worli,8.45,1480
4866,Worli,6.99,1513
4867,Worli,5.95,1205
4868,Powai,2.76,1433
4869,Worli,4.31,631
4870,Bandra East,6.57,1328
4871,Bandra East,1.99,1570
4872,Worli,4.67,869
4873,Bandra East,1.45,967
4874,Borivali West,4.03,1004
4875,Borivali West,4.07,1642
4876,Borivali West,7.85,1646
4877,Chembur,4.6,1171
4878,Chembur,4.73,1211
4879,Andheri West,7.71,983
4880,Worli,5.72,1204
4881,Bandra East,7.69,1478
4882,Borivali West,6.14,915
4883,Andheri West,5.14,1649
4884,Borivali West,5.51,931
4885,Chembur,6.06,1136
4886,Worli,2.5,768
4887,Worli,7.9,916
4888,Chembur,2.76,1207
4889,Borivali West,6.34,969
4890,Borivali West,2.04,1771
4891,Chembur,4.72,1279
4892,Powai,7.47,1352
4893,Bandra East,7.1,1572
4894,Worli,7.39,1205
4895,Worli,6.69,897
4896,Worli,5.02,688
4897,Bandra East,4.91,881
4898,Bandra East,3.96,665
4899,Chembur,3.76,1622
4900,Bandra East,6.18,1003
4901,Worli,3.0,1647
4902,Bandra East,8.21,900
4903,Borivali West,7.74,1448
4904,Powai,3.12,945
4905,Powai,3.61,1077
4906,Andheri West,7.45,1584
4907,Borivali West,2.05,789
4908,Andheri West,8.03,1770
4909,Powai,1.2,1593
4910,Bandra East,7.04,746
4911,Andheri West,1.56,1089
4912,Borivali West,2.65,1298
4913,Powai,7.88,1168
4914,Worli,3.85,996
4915,Borivali West,2.3,694
4916,Andheri West,3.28,1665
4917,Bandra East,7.8,1585
4918,Borivali West,2.51,1626
4919,Powai,4.46,1266
4920,Worli,2.19,1648
4921,Worli,5.06,1686
4922,Borivali West,2.17,1600
4923,Bandra East,3.25,856
4924,Andheri West,6.52,880
4925,Chembur,2.36,831
4926,Borivali West,3.98,1516
4927,Chembur,7.98,691
4928,Chembur,5.26,1144
4929,Worli,1.4,1242
4930,Powai,5.38,1431
4931,Powai,2.54,1279
4932,Bandra East,7.6,1524
4933,Worli,1.57,1708
4934,Andheri West,7.14,1534
4935,Borivali West,5.17,1574
4936,Andheri West,1.83,1495
4937,Bandra East,2.36,1055
4938,Powai,3.68,1690
4939,Borivali West,7.14,868
4940,Chembur,2.99,1636
4941,Borivali West,7.44,1408
4942,Chembur,2.23,947
4943,Powai,8.36,1613
4944,Bandra East,5.94,1101
4945,Bandra East,6.99,1731
4946,Borivali West,2.09,952
4947,Bandra East,6.55,1382
4948,Borivali West,6.03,1242
4949,Powai,4.95,1370
4950,Chembur,1.71,1005
4951,Andheri West,6.66,1065
4952,Andheri West,3.56,1760
4953,Worli,2.26,632
4954,Worli,5.83,1006
4955,Chembur,6.29,1548
4956,Chembur,3.88,1032
4957,Bandra East,7.86,1096
4958,Borivali West,7.17,1726
4959,Bandra East,5.7,1338
4960,Andheri West,6.29,776
4961,Borivali West,6.82,1717
4962,Worli,1.96,789
4963,Worli,2.32,829
4964,Worli,4.19,883
4965,Chembur,2.79,1178
4966,Powai,6.85,1114
4967,Borivali West,7.99,1610
4968,Andheri West,1.66,699
4969,Bandra East,3.68,1048
4970,Worli,2.98,817
4971,Bandra East,5.1,1264
4972,Chembur,6.0,1683
4973,Powai,8.4,1315
4974,Borivali West,7.13,1388
4975,Borivali West,4.51,1586
4976,Andheri West,2.47,1007
4977,Bandra East,4.29,1446
4978,Chembur,7.1,617
4979,Worli,6.55,1720
4980,Powai,2.54,1668
4981,Worli,5.88,780
4982,Worli,2.82,836
4983,Chembur,5.78,1451
4984,Andheri West,4.99,860
4985,Borivali West,2.64,1109
4986,Borivali West,4.25,1388
4987,Borivali West,7.18,1553
4988,Powai,6.04,1503
4989,Bandra East,5.96,619
4990,Worli,1.67,833
4991,Andheri West,1.77,889
4992,Worli,2.89,1337
4993,Borivali West,5.3,830
4994,Andheri West,8.27,1197
4995,Borivali West,1.73,1537
4996,Bandra East,2.4,1449
4997,Powai,6.04,1410
4998,Andheri West,2.26,824
4999,Worli,4.99,1273
5000,Andheri West,2.63,709
5001,Bandra East,4.99,1273
5002,Andheri West,6.99,1420
5003,Worli,1.77,1400
5004,Bandra East,7.81,1720
5005,Borivali West,6.81,1189
5006,Chembur,3.06,652
5007,Worli,7.45,1598
5008,Powai,3.36,747
5009,Borivali West,3.05,1427
5010,Powai,3.19,909
5011,Andheri West,6.5,1598
5012,Worli,8.41,774
5013,Powai,2.74,1086
5014,Andheri West,4.02,810
5015,Chembur,5.86,1145
5016,Bandra East,4.29,690
5017,Worli,5.4,944
5018,Worli,6.29,653
5019,Worli,5.73,724
5020,Andheri West,2.02,636
5021,Worli,3.26,1320
5022,Worli,6.67,754
5023,Borivali West,6.84,1392
5024,Andheri West,6.69,692
5025,Bandra East,1.85,1383
5026,Chembur,4.35,829
5027,Powai,7.82,693
5028,Powai,5.39,790
5029,Andheri West,3.88,1171
5030,Andheri West,7.14,1013
5031,Powai,5.32,1013
5032,Chembur,3.77,1380
5033,Powai,7.41,1593
5034,Worli,5.11,1343
5035,Borivali West,4.71,1224
5036,Chembur,4.55,847
5037,Worli,5.59,851
5038,Worli,6.88,605
5039,Chembur,3.41,889
5040,Chembur,7.65,1253
5041,Borivali West,4.7,1277
5042,Andheri West,4.52,894
5043,Chembur,7.75,906
5044,Chembur,8.46,1603
5045,Andheri West,7.23,1386
5046,Chembur,7.45,1362
5047,Chembur,6.89,1000
5048,Chembur,7.38,952
5049,Borivali West,2.79,1567
5050,Bandra East,2.54,658
5051,Powai,2.44,1175
5052,Borivali West,3.67,1006
5053,Worli,3.38,1449
5054,Borivali West,1.36,1453
5055,Chembur,2.61,773
5056,Chembur,8.34,1457
5057,Bandra East,5.24,1578
5058,Worli,5.86,1027
5059,Andheri West,8.06,1725
5060,Chembur,6.64,1131
5061,Andheri West,6.27,1574
5062,Powai,8.09,1011
5063,Chembur,2.19,1643
5064,Worli,5.03,1430
5065,Andheri West,6.13,1254
5066,Chembur,8.42,1040
5067,Borivali West,4.57,729
5068,Worli,3.34,802
5069,Worli,2.56,1089
5070,Andheri West,4.39,958
5071,Powai,6.07,1225
5072,Andheri West,5.06,1092
5073,Worli,6.51,818
5074,Borivali West,6.05,1634
5075,Bandra East,7.48,1254
5076,Bandra East,7.54,1428
5077,Andheri West,6.58,1730
5078,Andheri West,7.97,1319
5079,Borivali West,3.19,1226
5080,Worli,2.36,871
5081,Andheri West,1.49,1773
5082,Worli,6.45,1253
5083,Chembur,2.18,749
5084,Borivali West,2.52,656
5085,Chembur,8.4,809
5086,Worli,7.58,998
5087,Borivali West,6.05,898
5088,Bandra East,4.78,1686
5089,Andheri West,6.41,1507
5090,Borivali West,2.71,1370
5091,Powai,3.1,1677
5092,Bandra East,2.12,1300
5093,Worli,2.42,1116
5094,Worli,4.88,1434
5095,Chembur,3.21,1754
5096,Borivali West,6.5,1714
5097,Powai,4.48,1627
5098,Worli,8.08,1399
5099,Borivali West,3.08,1437
5100,Chembur,6.07,1627
5101,Chembur,8.19,699
5102,Bandra East,4.55,1045
5103,Worli,3.2,910
5104,Andheri West,8.13,671
5105,Andheri West,3.38,1738
5106,Andheri West,7.42,1246
5107,Worli,6.92,994
5108,Andheri West,1.39,998
5109,Andheri West,5.66,783
5110,Borivali West,2.47,1498
5111,Powai,5.06,926
5112,Andheri West,6.82,1339
5113,Chembur,6.67,1600
5114,Powai,2.43,1527
5115,Powai,1.43,744
5116,Borivali West,7.56,1675
5117,Borivali West,3.66,1582
5118,Chembur,2.07,1194
5119,Chembur,2.08,1556
5120,Bandra East,2.91,1383
5121,Bandra East,6.08,937
5122,Powai,2.54,1153
5123,Andheri West,7.72,1400
5124,Chembur,8.04,784
5125,Borivali West,4.13,1565
5126,Borivali West,1.28,1195
5127,Chembur,5.08,1751
5128,Powai,3.2,1265
5129,Chembur,7.56,1381
5130,Bandra East,2.9,1117
5131,Chembur,2.33,1344
5132,Worli,2.5,1341
5133,Andheri West,2.27,1699
5134,Borivali West,5.07,885
5135,Andheri West,1.55,895
5136,Worli,7.03,1724
5137,Chembur,7.2,1109
5138,Bandra East,2.75,1001
5139,Borivali West,7.42,1774
5140,Bandra East,2.03,1551
5141,Bandra East,3.97,1633
5142,Borivali West,4.32,1235
5143,Andheri West,7.34,619
5144,Worli,3.8,1349
5145,Chembur,3.78,1469
5146,Worli,3.79,1347
5147,Chembur,3.59,976
5148,Bandra East,1.37,1451
5149,Bandra East,3.87,1755
5150,Bandra East,4.83,844
5151,Bandra East,2.82,1293
5152,Powai,2.68,1002
5153,Chembur,2.17,1537
5154,Worli,6.39,818
5155,Borivali West,8.27,1181
5156,Andheri West,1.85,826
5157,Borivali West,1.6,1154
5158,Worli,2.1,1032
5159,Powai,1.22,788
5160,Borivali West,5.61,1738
5161,Worli,4.92,1654
5162,Powai,2.65,1029
5163,Worli,1.79,1377
5164,Powai,7.84,941
5165,Bandra East,2.51,621
5166,Chembur,4.21,1557
5167,Chembur,7.81,1649
5168,Andheri West,3.92,1731
5169,Powai,5.38,1574
5170,Chembur,2.68,752
5171,Borivali West,3.51,1147
5172,Andheri West,1.99,1343
5173,Chembur,8.12,613
5174,Powai,3.84,939
5175,Chembur,5.13,1155
5176,Bandra East,4.83,1418
5177,Bandra East,4.43,809
5178,Bandra East,6.93,838
5179,Andheri West,1.37,1755
5180,Andheri West,7.2,949
5181,Worli,6.63,979
5182,Worli,6.52,618
5183,Andheri West,2.26,1335
5184,Worli,1.75,1731
5185,Worli,4.87,996
5186,Chembur,5.14,1666
5187,Bandra East,5.63,611
5188,Borivali West,3.34,1404
5189,Bandra East,2.73,900
5190,Powai,2.56,689
5191,Bandra East,4.96,1087
5192,Worli,7.94,677
5193,Worli,7.26,1589
5194,Bandra East,5.55,1512
5195,Worli,7.99,610
5196,Borivali West,4.89,808
5197,Worli,1.76,769
5198,Powai,4.93,1679
5199,Andheri West,3.85,1389
5200,Andheri West,4.64,949
5201,Worli,3.28,1489
5202,Andheri West,2.6,634
5203,Bandra East,7.63,855
5204,Powai,1.86,627
5205,Andheri West,7.94,1633
5206,Borivali West,7.93,1794
5207,Borivali West,5.69,1269
5208,Bandra East,4.33,718
5209,Borivali West,5.67,1110
5210,Worli,4.98,1346
5211,Andheri West,4.08,731
5212,Borivali West,3.01,1566
5213,Worli,2.37,699
5214,Powai,3.94,1680
5215,Borivali West,3.61,667
5216,Andheri West,4.63,1567
5217,Bandra East,6.04,914
5218,Borivali West,6.95,1610
5219,Worli,6.71,1489
5220,Bandra East,4.39,952
5221,Chembur,7.99,907
5222,Worli,4.62,1289
5223,Bandra East,1.63,1192
5224,Andheri West,3.66,1253
5225,Powai,3.46,1308
5226,Andheri West,5.42,965
5227,Borivali West,4.28,1746
5228,Chembur,5.44,618
5229,Andheri West,2.34,1539
5230,Andheri West,3.56,724
5231,Bandra East,4.0,1687
5232,Borivali West,5.84,716
5233,Borivali West,2.11,1184
5234,Powai,7.51,833
5235,Andheri West,3.55,1753
5236,Worli,5.28,1554
5237,Andheri West,5.49,1021
5238,Andheri West,8.18,808
5239,Borivali West,3.96,893
5240,Chembur,5.48,1030
5241,Chembur,6.64,1070
5242,Bandra East,4.35,931
5243,Bandra East,5.45,682
5244,Andheri West,5.37,1210
5245,Bandra East,2.36,720
5246,Chembur,2.03,1181
5247,Chembur,6.79,678
5248,Andheri West,3.63,618
5249,Worli,5.03,732
5250,Andheri West,8.08,1414
5251,Borivali West,2.2,1750
5252,Borivali West,7.55,1365
5253,Worli,1.54,858
5254,Powai,3.25,646
5255,Andheri West,2.97,961
5256,Bandra East,5.74,1308
5257,Worli,7.57,1641
5258,Andheri West,6.65,661
5259,Worli,6.61,1081
5260,Chembur,5.62,1229
5261,Borivali West,6.98,833
5262,Chembur,5.72,898
5263,Worli,2.99,667
5264,Worli,3.99,996
5265,Andheri West,5.07,1216
5266,Bandra East,4.41,1199
5267,Chembur,6.3,868
5268,Bandra East,2.14,1588
5269,Powai,2.25,1645
5270,Worli,7.63,1535
5271,Andheri West,7.76,1646
5272,Chembur,1.35,982
5273,Chembur,3.97,1405
5274,Chembur,3.06,922
5275,Bandra East,3.27,1629
5276,Andheri West,2.04,786
5277,Bandra East,8.04,854
5278,Chembur,4.27,846
5279,Andheri West,3.1,1584
5280,Borivali West,5.16,837
5281,Borivali West,1.84,948
5282,Andheri West,7.51,1164
5283,Chembur,5.94,1326
5284,Bandra East,1.47,1738
5285,Borivali West,7.57,1565
5286,Andheri West,1.22,984
5287,Andheri West,5.77,1039
5288,Borivali West,7.32,857
5289,Powai,2.26,1524
5290,Borivali West,6.75,1791
5291,Worli,5.49,1303
5292,Andheri West,5.32,1355
5293,Borivali West,6.14,1395
5294,Borivali West,2.97,1452
5295,Powai,3.23,878
5296,Chembur,6.88,829
5297,Andheri West,4.51,631
5298,Worli,7.31,1207
5299,Borivali West,5.88,1587
5300,Bandra East,2.35,1408
5301,Borivali West,5.8,1747
5302,Worli,3.95,1083
5303,Borivali West,8.17,600
5304,Chembur,2.76,1781
5305,Bandra East,2.23,1448
5306,Andheri West,4.04,1219
5307,Bandra East,3.88,1665
5308,Borivali West,5.98,734
5309,Chembur,2.36,1628
5310,Worli,7.22,1027
5311,Andheri West,7.95,1248
5312,Worli,6.98,716
5313,Andheri West,2.25,1087
5314,Andheri West,7.61,1413
5315,Worli,5.2,1272
5316,Chembur,7.27,1669
5317,Worli,7.86,1527
5318,Worli,6.38,1256
5319,Andheri West,4.12,1103
5320,Worli,6.86,1681
5321,Andheri West,6.34,684
5322,Andheri West,4.3,1530
5323,Bandra East,5.32,1138
5324,Worli,4.38,869
5325,Powai,6.59,1117
5326,Borivali West,2.24,1775
5327,Andheri West,7.17,1402
5328,Andheri West,7.43,1583
5329,Bandra East,5.24,1075
5330,Borivali West,8.43,1591
5331,Bandra East,8.08,1677
5332,Andheri West,4.6,1209
5333,Powai,6.57,609
5334,Borivali West,5.12,1166
5335,Worli,3.77,1273
5336,Borivali West,3.14,874
5337,Worli,5.42,823
5338,Worli,6.09,630
5339,Chembur,7.2,1437
5340,Powai,2.55,962
5341,Chembur,4.5,1247
5342,Chembur,7.1,1161
5343,Worli,2.48,1127
5344,Andheri West,2.66,1154
5345,Andheri West,1.83,1650
5346,Powai,1.79,686
5347,Bandra East,1.86,1043
5348,Andheri West,7.27,1228
5349,Powai,3.97,931
5350,Chembur,5.64,735
5351,Chembur,1.62,1686
5352,Andheri West,6.57,775
5353,Andheri West,6.51,1181
5354,Powai,4.96,1791
5355,Worli,2.85,611
5356,Andheri West,2.32,1793
5357,Powai,7.18,1151
5358,Bandra East,3.05,1460
5359,Andheri West,2.02,1284
5360,Bandra East,3.34,1642
5361,Borivali West,2.68,875
5362,Chembur,2.85,891
5363,Borivali West,7.45,937
5364,Borivali West,5.44,844
5365,Worli,7.49,700
5366,Chembur,4.82,679
5367,Worli,4.67,856
5368,Worli,1.8,1680
5369,Bandra East,2.52,783
5370,Andheri West,4.88,1473
5371,Bandra East,7.03,970
5372,Chembur,5.16,1220
5373,Bandra East,5.79,754
5374,Andheri West,4.05,887
5375,Bandra East,3.74,948
5376,Chembur,6.43,947
5377,Bandra East,2.14,650
5378,Worli,6.41,1790
5379,Powai,2.11,602
5380,Borivali West,5.7,1117
5381,Borivali West,3.94,832
5382,Borivali West,4.17,1285
5383,Bandra East,3.08,1590
5384,Powai,4.23,1556
5385,Andheri West,3.76,1429
5386,Borivali West,4.24,1374
5387,Chembur,3.65,1142
5388,Andheri West,7.42,1434
5389,Chembur,4.02,1777
5390,Bandra East,7.44,1168
5391,Borivali West,7.97,1129
5392,Chembur,7.99,978
5393,Worli,4.88,1144
5394,Borivali West,5.7,1714
5395,Andheri West,7.01,1047
5396,Chembur,7.78,742
5397,Bandra East,7.34,1155
5398,Chembur,7.66,1164
5399,Andheri West,6.27,1687
5400,Andheri West,4.09,1147
5401,Worli,5.13,1546
5402,Bandra East,4.62,1213
5403,Bandra East,4.86,1471
5404,Andheri West,1.26,865
5405,Borivali West,7.2,869
5406,Andheri West,6.29,727
5407,Chembur,3.58,1760
5408,Powai,2.5,1408
5409,Worli,4.03,1344
5410,Bandra East,4.33,1091
5411,Bandra East,5.33,884
5412,Worli,4.27,1263
5413,Worli,1.23,1551
5414,Borivali West,7.27,1225
5415,Worli,5.4,878
5416,Andheri West,3.48,1183
5417,Chembur,7.27,836
5418,Worli,5.55,698
5419,Andheri West,3.55,963
5420,Chembur,6.02,1455
5421,Powai,3.94,1331
5422,Borivali West,6.13,1753
5423,Chembur,2.38,1537
5424,Bandra East,7.09,1384
5425,Powai,8.38,1278
5426,Powai,6.14,963
5427,Bandra East,7.37,680
5428,Chembur,8.27,1359
5429,Chembur,8.26,943
5430,Borivali West,2.95,1413
5431,Andheri West,2.57,1733
5432,Bandra East,2.27,963
5433,Andheri West,7.24,1545
5434,Bandra East,6.64,1573
5435,Powai,8.39,778
5436,Bandra East,2.3,1018
5437,Andheri West,3.29,840
5438,Bandra East,1.36,1165
5439,Chembur,6.72,670
5440,Andheri West,7.04,1269
5441,Bandra East,6.06,1320
5442,Worli,3.08,620
5443,Andheri West,2.27,1258
5444,Andheri West,7.64,1259
5445,Andheri West,4.93,1608
5446,Chembur,4.24,1026
5447,Andheri West,1.91,935
5448,Powai,7.13,1447
5449,Worli,6.86,766
5450,Chembur,6.29,1176
5451,Andheri West,4.0,1500
5452,Borivali West,6.08,1697
5453,Powai,8.08,1488
5454,Worli,6.52,828
5455,Powai,2.5,1128
5456,Chembur,3.11,648
5457,Bandra East,5.42,733
5458,Worli,6.65,1624
5459,Borivali West,6.6,1358
5460,Worli,5.91,1162
5461,Bandra East,6.18,630
5462,Borivali West,6.93,1722
5463,Chembur,4.94,1138
5464,Chembur,1.96,1369
5465,Andheri West,1.57,1100
5466,Chembur,1.98,1707
5467,Powai,5.49,1339
5468,Worli,2.62,838
5469,Andheri West,1.41,1504
5470,Andheri West,2.49,819
5471,Worli,3.25,1017
5472,Powai,2.36,1779
5473,Borivali West,3.59,1171
5474,Chembur,3.56,1794
5475,Chembur,3.1,1285
5476,Worli,3.56,807
5477,Andheri West,6.11,1416
5478,Worli,3.25,666
5479,Chembur,6.96,928
5480,Bandra East,7.73,811
5481,Bandra East,3.31,794
5482,Chembur,4.48,1474
5483,Bandra East,2.74,755
5484,Powai,6.85,1338
5485,Powai,4.11,717
5486,Borivali West,2.06,625
5487,Powai,5.25,1147
5488,Borivali West,4.41,1288
5489,Borivali West,4.8,618
5490,Powai,5.81,1020
5491,Chembur,6.75,929
5492,Andheri West,3.41,685
5493,Bandra East,6.17,1323
5494,Andheri West,3.45,1046
5495,Powai,4.8,1308
5496,Powai,3.74,660
5497,Borivali West,6.18,1727
5498,Andheri West,6.03,1272
5499,Borivali West,2.31,1777
5500,Borivali West,7.35,1444
5501,Borivali West,5.25,1156
5502,Andheri West,2.64,1296
5503,Bandra East,2.88,1239
5504,Borivali West,8.12,1256
5505,Andheri West,3.62,1037
5506,Borivali West,8.01,904
5507,Powai,7.57,1143
5508,Bandra East,1.29,1544
5509,Bandra East,4.63,1590
5510,Powai,5.15,1755
5511,Borivali West,2.91,1463
5512,Borivali West,8.43,947
5513,Andheri West,3.32,1691
5514,Chembur,6.21,1470
5515,Borivali West,1.69,1245
5516,Bandra East,5.88,1353
5517,Powai,7.07,1487
5518,Andheri West,7.08,1800
5519,Borivali West,1.56,622
5520,Borivali West,4.96,1142
5521,Chembur,3.81,1202
5522,Borivali West,1.54,1469
5523,Worli,3.51,854
5524,Powai,7.41,729
5525,Borivali West,7.05,654
5526,Bandra East,1.99,1031
5527,Andheri West,6.27,1354
5528,Andheri West,8.08,1428
5529,Powai,3.88,1486
5530,Bandra East,3.78,1216
5531,Borivali West,2.02,636
5532,Chembur,5.28,1659
5533,Borivali West,1.53,942
5534,Powai,7.09,912
5535,Bandra East,6.94,823
5536,Powai,5.03,1753
5537,Chembur,4.31,1319
5538,Powai,8.09,901
5539,Bandra East,6.63,846
5540,Powai,2.43,1735
5541,Andheri West,4.63,1300
5542,Andheri West,8.41,1453
5543,Borivali West,3.77,787
5544,Borivali West,5.71,1175
5545,Andheri West,7.95,1117
5546,Chembur,6.72,1291
5547,Worli,5.26,1423
5548,Borivali West,2.23,1093
5549,Borivali West,1.55,1509
5550,Chembur,3.64,977
5551,Borivali West,2.23,728
5552,Andheri West,5.4,1411
5553,Andheri West,2.62,1272
5554,Andheri West,3.33,732
5555,Andheri West,4.45,780
5556,Worli,5.56,1152
5557,Andheri West,5.42,1456
5558,Chembur,8.27,1759
5559,Powai,1.35,1007
5560,Powai,4.3,1017
5561,Worli,3.58,664
5562,Chembur,1.65,1519
5563,Bandra East,7.61,1395
5564,Worli,7.22,1107
5565,Worli,6.59,799
5566,Powai,1.71,903
5567,Andheri West,3.51,978
5568,Powai,8.1,1782
5569,Borivali West,4.11,1082
5570,Andheri West,1.69,1536
5571,Andheri West,7.67,1796
5572,Bandra East,7.5,1556
5573,Powai,7.87,1104
5574,Andheri West,2.2,1247
5575,Worli,1.8,1523
5576,Worli,7.53,1718
5577,Worli,1.81,1236
5578,Powai,4.74,1562
5579,Worli,6.75,1416
5580,Worli,4.17,780
5581,Andheri West,8.47,1599
5582,Chembur,2.76,1691
5583,Worli,5.21,1068
5584,Borivali West,7.92,1211
5585,Worli,5.95,1301
5586,Bandra East,1.77,1048
5587,Powai,2.76,1218
5588,Andheri West,5.72,1696
5589,Chembur,6.83,808
5590,Borivali West,5.39,1136
5591,Borivali West,5.3,1114
5592,Worli,1.57,1709
5593,Worli,6.37,708
5594,Andheri West,3.95,1191
5595,Worli,1.36,1437
5596,Powai,5.45,1683
5597,Chembur,5.66,1269
5598,Chembur,6.44,1598
5599,Bandra East,7.97,1403
5600,Borivali West,6.68,955
5601,Andheri West,1.77,1671
5602,Bandra East,2.32,1665
5603,Chembur,3.11,1472
5604,Worli,7.6,691
5605,Worli,2.19,973
5606,Chembur,3.2,838
5607,Worli,3.71,907
5608,Andheri West,6.15,1013
5609,Worli,1.45,1499
5610,Powai,7.61,1784
5611,Powai,3.6,1404
5612,Worli,6.69,1169
5613,Chembur,6.44,1186
5614,Powai,8.07,1366
5615,Borivali West,6.58,858
5616,Borivali West,4.57,1051
5617,Bandra East,6.7,1700
5618,Borivali West,6.16,1405
5619,Borivali West,4.95,1152
5620,Borivali West,6.36,1472
5621,Borivali West,2.48,1183
5622,Worli,2.06,1731
5623,Chembur,6.64,1055
5624,Andheri West,8.2,923
5625,Powai,2.16,1156
5626,Powai,5.72,1314
5627,Andheri West,3.2,1041
5628,Powai,7.13,707
5629,Powai,6.91,1707
5630,Borivali West,2.93,1268
5631,Powai,3.16,1427
5632,Borivali West,6.38,938
5633,Powai,6.85,780
5634,Borivali West,1.32,946
5635,Chembur,4.93,1346
5636,Chembur,3.46,627
5637,Borivali West,7.75,914
5638,Worli,6.24,642
5639,Andheri West,4.87,1744
5640,Borivali West,7.76,1228
5641,Andheri West,3.13,1263
5642,Powai,3.78,1271
5643,Andheri West,2.93,1553
5644,Worli,5.31,990
5645,Andheri West,4.81,1737
5646,Borivali West,7.61,731
5647,Andheri West,1.88,1131
5648,Borivali West,1.61,1259
5649,Chembur,3.69,1195
5650,Bandra East,2.19,1164
5651,Borivali West,4.49,1398
5652,Andheri West,3.52,1093
5653,Andheri West,4.53,1597
5654,Chembur,3.13,1464
5655,Bandra East,4.26,807
5656,Andheri West,5.33,973
5657,Andheri West,1.26,1718
5658,Bandra East,3.37,1562
5659,Worli,5.34,912
5660,Andheri West,4.07,968
5661,Borivali West,3.97,1016
5662,Powai,4.91,1201
5663,Borivali West,7.0,783
5664,Chembur,5.41,1711
5665,Chembur,7.85,922
5666,Andheri West,1.3,1598
5667,Powai,1.33,1362
5668,Worli,6.28,826
5669,Andheri West,6.46,1754
5670,Bandra East,1.45,747
5671,Chembur,1.64,840
5672,Powai,5.01,1494
5673,Andheri West,8.41,1668
5674,Powai,3.64,1420
5675,Chembur,3.04,1299
5676,Andheri West,6.91,1422
5677,Worli,3.75,853
5678,Bandra East,2.73,1256
5679,Worli,3.59,1132
5680,Bandra East,5.03,1135
5681,Bandra East,7.81,1018
5682,Andheri West,3.54,875
5683,Chembur,1.86,1705
5684,Powai,2.7,1625
5685,Chembur,5.44,1491
5686,Bandra East,8.38,1185
5687,Borivali West,1.32,1311
5688,Andheri West,7.64,1076
5689,Andheri West,2.6,1694
5690,Andheri West,1.64,1755
5691,Worli,6.11,1346
5692,Andheri West,4.3,993
5693,Chembur,6.3,1150
5694,Worli,4.94,1195
5695,Powai,6.81,1011
5696,Bandra East,4.65,1297
5697,Worli,6.34,1111
5698,Powai,2.17,866
5699,Powai,7.25,793
5700,Worli,3.64,1107
5701,Borivali West,8.13,1243
5702,Bandra East,3.0,1260
5703,Powai,7.33,1464
5704,Worli,8.08,1768
5705,Worli,2.22,1029
5706,Chembur,8.42,1306
5707,Borivali West,8.46,1760
5708,Borivali West,4.02,932
5709,Bandra East,6.25,763
5710,Andheri West,8.19,967
5711,Chembur,1.21,616
5712,Worli,1.25,1376
5713,Bandra East,7.72,1663
5714,Borivali West,5.32,1429
5715,Powai,1.66,1800
5716,Worli,7.83,1755
5717,Chembur,6.06,1729
5718,Worli,7.19,1790
5719,Andheri West,8.34,1055
5720,Chembur,3.06,1708
5721,Worli,4.46,1286
5722,Bandra East,1.46,614
5723,Borivali West,7.78,1010
5724,Bandra East,6.99,999
5725,Bandra East,5.16,1800
5726,Bandra East,6.56,1731
5727,Borivali West,7.13,1488
5728,Chembur,6.15,1486
5729,Bandra East,5.97,1313
5730,Bandra East,7.57,940
5731,Powai,5.12,606
5732,Borivali West,5.98,1665
5733,Bandra East,6.01,1062
5734,Chembur,4.77,914
5735,Andheri West,3.29,1535
5736,Powai,5.18,1303
5737,Bandra East,1.21,971
5738,Worli,8.09,1010
5739,Andheri West,4.23,629
5740,Chembur,5.84,772
5741,Borivali West,3.32,1660
5742,Worli,8.44,1491
5743,Bandra East,5.9,1256
5744,Borivali West,4.72,1445
5745,Andheri West,3.82,933
5746,Powai,2.53,615
